"id","description","last_updated"
"343054","Corn, yellow, from canned, cream style, fat added in cooking","2019-04-01"
"343055","Corn, white, cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343056","Corn, white, cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343057","Corn, white, cooked, from frozen, NS as to fat added in cooking","2019-04-01"
"343058","Corn, white, cooked, from canned, NS as to fat added in cooking","2019-04-01"
"343059","Corn, white, cooked, NS as to form, fat not added in cooking","2019-04-01"
"343060","Corn, white, cooked, from fresh, fat not added in cooking","2019-04-01"
"343061","Corn, white, cooked, from frozen, fat not added in cooking","2019-04-01"
"343062","Corn, white, cooked, from canned, fat not added in cooking","2019-04-01"
"343063","Corn, white, cooked, NS as to form, fat added in cooking, NS as to type of fat","2019-04-01"
"343064","Corn, white, cooked, from fresh, fat added in cooking, NS as to type of fat","2019-04-01"
"343065","Corn, white, cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343066","Corn, white, cooked, from canned, fat added in cooking, NS as to type of fat","2019-04-01"
"343067","Corn, white, cooked, NS as to form, made with oil","2019-04-01"
"343068","Corn, white, cooked, NS as to form, made with butter","2019-04-01"
"343069","Corn, white, cooked, NS as to form, made with margarine","2019-04-01"
"343070","Corn, white, cooked, from fresh, made with oil","2019-04-01"
"343071","Corn, white, cooked, from fresh, made with butter","2019-04-01"
"343072","Corn, white, cooked, from fresh, made with margarine","2019-04-01"
"343073","Corn, white, cooked, from frozen, made with oil","2019-04-01"
"343074","Corn, white, cooked, from frozen, made with butter","2019-04-01"
"343075","Corn, white, cooked, from frozen, made with margarine","2019-04-01"
"343076","Corn, white, cooked, from canned, made with oil","2019-04-01"
"343077","Corn, white, cooked, from canned, made with butter","2019-04-01"
"343078","Corn, white, cooked, from canned, made with margarine","2019-04-01"
"343079","Corn, white, NS as to form, cream style","2019-04-01"
"343080","Corn, white, from canned, cream style","2019-04-01"
"343081","Corn, yellow, canned, low sodium, NS as to fat added in cooking","2019-04-01"
"343082","Corn, yellow, canned, low sodium, fat not added in cooking","2019-04-01"
"343083","Corn, yellow, canned, low sodium, fat added in cooking, NS as to type of fat","2019-04-01"
"343084","Corn, yellow, canned, low sodium, made with oil","2019-04-01"
"343085","Corn, yellow, canned, low sodium, made with butter","2019-04-01"
"343086","Corn, yellow, canned, low sodium, made with margarine","2019-04-01"
"343087","Cucumber, cooked, NS as to fat added in cooking","2019-04-01"
"343088","Cucumber, cooked, fat not added in cooking","2019-04-01"
"343089","Cucumber, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343090","Cucumber, cooked, made with oil","2019-04-01"
"343091","Cucumber, cooked, made with butter","2019-04-01"
"343092","Cucumber, cooked, made with margarine","2019-04-01"
"343093","Eggplant, cooked, NS as to fat added in cooking","2019-04-01"
"343094","Eggplant, cooked, fat not added in cooking","2019-04-01"
"343095","Eggplant, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343096","Eggplant, cooked, made with oil","2019-04-01"
"343097","Eggplant, cooked, made with butter","2019-04-01"
"343098","Eggplant, cooked, made with margarine","2019-04-01"
"343099","Flowers or blossoms of sesbania, squash, or lily, NS as to fat added in cooking","2019-04-01"
"343100","Flowers or blossoms of sesbania, squash, or lily, fat not added in cooking","2019-04-01"
"343101","Flowers or blossoms of sesbania, squash, or lily, fat added in cooking","2019-04-01"
"343106","Kohlrabi, cooked, NS as to fat added in cooking","2019-04-01"
"343107","Kohlrabi, cooked, fat not added in cooking","2019-04-01"
"343108","Kohlrabi, cooked, fat added in cooking","2019-04-01"
"343110","Lotus root, cooked, NS as to fat added in cooking","2019-04-01"
"343111","Lotus root, cooked, fat not added in cooking","2019-04-01"
"343112","Lotus root, cooked, fat added in cooking","2019-04-01"
"343113","Mushrooms, cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343114","Mushrooms, cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343115","Mushrooms, cooked, from frozen, NS as to fat added in cooking","2019-04-01"
"343116","Mushrooms, cooked, from canned, NS as to fat added in cooking","2019-04-01"
"343117","Mushrooms, cooked, NS as to form, fat not added in cooking","2019-04-01"
"343118","Mushrooms, cooked, from fresh, fat not added in cooking","2019-04-01"
"343119","Mushrooms, cooked, from frozen, fat not added in cooking","2019-04-01"
"343120","Mushrooms, cooked, from canned, fat not added in cooking","2019-04-01"
"343121","Mushrooms, cooked, NS as to form, fat added in cooking, NS asa to type of fat","2019-04-01"
"343122","Mushrooms, cooked, from fresh, fat added in cooking, NS as to type of fat","2019-04-01"
"343123","Mushrooms, cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343124","Mushrooms, cooked, from canned, fat added in cooking, NS as to type of fat","2019-04-01"
"343125","Mushrooms, cooked, NS as to form, made with oil","2019-04-01"
"343126","Mushrooms, cooked, NS as to form, made with butter","2019-04-01"
"343127","Mushrooms, cooked, NS as to form, made with margarine","2019-04-01"
"343128","Mushrooms, cooked, from fresh, made with oil","2019-04-01"
"343129","Mushrooms, cooked, from fresh, made with butter","2019-04-01"
"343130","Mushrooms, cooked, from fresh, made with margarine","2019-04-01"
"343131","Mushrooms, cooked, from frozen, made with oil","2019-04-01"
"343132","Mushrooms, cooked, from frozen, made with butter","2019-04-01"
"343133","Mushrooms, cooked, from frozen, made with margarine","2019-04-01"
"343134","Mushrooms, cooked, from canned, made with oil","2019-04-01"
"343135","Mushrooms, cooked, from canned, made with butter","2019-04-01"
"343136","Mushrooms, cooked, from canned, made with margarine","2019-04-01"
"343137","Mushroom, Asian, cooked, from dried","2019-04-01"
"343138","Okra, cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343139","Okra, cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343140","Okra, cooked, from frozen, NS as to fat added in cooking","2019-04-01"
"343141","Okra, cooked, from canned, NS as to fat added in cooking","2019-04-01"
"343142","Okra, cooked, NS as to form, fat not added in cooking","2019-04-01"
"343143","Okra, cooked, from fresh, fat not added in cooking","2019-04-01"
"343144","Okra, cooked, from frozen, fat not added in cooking","2019-04-01"
"343145","Okra, cooked, from canned, fat not added in cooking","2019-04-01"
"343146","Okra, cooked, NS as to form, fat added in cooking, NS as to type of fat","2019-04-01"
"343147","Okra, cooked, from fresh, fat added in cooking, NS as to type of fat","2019-04-01"
"343148","Okra, cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343149","Okra, cooked, from canned, fat added in cooking, NS as to type of fat","2019-04-01"
"343150","Okra, cooked, NS as to form, made with oil","2019-04-01"
"343151","Okra, cooked, NS as to form, made with butter","2019-04-01"
"343152","Okra, cooked, NS as to form, made with margarine","2019-04-01"
"343153","Okra, cooked, from fresh, made with oil","2019-04-01"
"343154","Okra, cooked, from fresh, made with butter","2019-04-01"
"343155","Okra, cooked, from fresh, made with margarine","2019-04-01"
"343156","Okra, cooked, from frozen, made with oil","2019-04-01"
"343157","Okra, cooked, from frozen, made with butter","2019-04-01"
"343158","Okra, cooked, from frozen, made with margarine","2019-04-01"
"343159","Okra, cooked, from canned, made with oil","2019-04-01"
"343160","Okra, cooked, from canned, made with butter","2019-04-01"
"343161","Okra, cooked, from canned, made with margarine","2019-04-01"
"343165","Luffa (Chinese okra), cooked, NS as to fat added in cooking","2019-04-01"
"343166","Luffa (Chinese okra), cooked, fat not added in cooking","2019-04-01"
"343167","Luffa (Chinese okra), cooked, fat added in cooking","2019-04-01"
"343175","Onions, cooked, NS as to form, made with butter","2019-04-01"
"343176","Onions, cooked, NS as to form, made with margarine","2019-04-01"
"343177","Onions, cooked, from fresh, made with oil","2019-04-01"
"343178","Onions, cooked, from fresh, made with butter","2019-04-01"
"343179","Onions, cooked, from fresh, made with margarine","2019-04-01"
"343180","Onions, cooked, NS as to form, fat added in cooking, NS as to type of fat","2019-04-01"
"343181","Onions, cooked, from fresh, fat added in cooking, NS as to type of fat","2019-04-01"
"343182","Onions, cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343183","Onions, cooked, from frozen, made with oil","2019-04-01"
"343184","Onions, cooked, from frozen, made with butter","2019-04-01"
"343185","Onions, cooked, from frozen, made with margarine","2019-04-01"
"343186","Onions, pearl, cooked, NS as to form","2019-04-01"
"343187","Onions, pearl, cooked, from fresh","2019-04-01"
"343188","Onions, pearl, cooked, from frozen","2019-04-01"
"343189","Onions, pearl, cooked, from canned","2019-04-01"
"343190","Onions, green, cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343191","Onions, green, cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343192","Onions, green, cooked, NS as to form, fat not added in cooking","2019-04-01"
"343193","Onions, green, cooked, from fresh, fat not added in cooking","2019-04-01"
"343194","Onions, green, cooked, NS as to form, fat added in cooking","2019-04-01"
"343195","Onions, green, cooked, from fresh, fat added in cooking","2019-04-01"
"343196","Palm hearts, cooked (assume fat not added in cooking)","2019-04-01"
"343197","Parsnips, cooked, NS as to fat added in cooking","2019-04-01"
"343198","Parsnips, cooked, fat not added in cooking","2019-04-01"
"343199","Parsnips, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343200","Parsnips, cooked, made with oil","2019-04-01"
"343201","Parsnips, cooked, made with butter","2019-04-01"
"343202","Parsnips, cooked, made with margarine","2019-04-01"
"343203","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343204","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343205","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, NS as to fat added in cooking","2019-04-01"
"343206","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, NS as to fat added in cooking","2019-04-01"
"343207","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, fat not added in cooking","2019-04-01"
"343208","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, fat not added in cooking","2019-04-01"
"343209","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat not added in cooking","2019-04-01"
"343210","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, fat not added in cooking","2019-04-01"
"343211","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, fat added in cooking, NS as to type of fat","2019-04-01"
"343212","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, fat added in cooking, NS as to type of fat","2019-04-01"
"343213","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343214","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, fat added in cooking, NS as to type of fat","2019-04-01"
"343215","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, made with oil","2019-04-01"
"343216","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, made with butter","2019-04-01"
"343217","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, made with margarine","2019-04-01"
"343218","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, made with oil","2019-04-01"
"343219","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, made with butter","2019-04-01"
"343220","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, made with margarine","2019-04-01"
"343221","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, made with oil","2019-04-01"
"343222","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, made with butter","2019-04-01"
"343223","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, made with margarine","2019-04-01"
"343224","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, made with oil","2019-04-01"
"343225","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, made with butter","2019-04-01"
"343226","Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, made with margarine","2019-04-01"
"343227","Peas, green, cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343228","Peas, green, cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343229","Peas, green, cooked, from frozen, NS as to fat added in cooking","2019-04-01"
"343230","Peas, green, cooked, from canned, NS as to fat added in cooking","2019-04-01"
"343231","Peas, green, cooked, NS as to form, fat not added in cooking","2019-04-01"
"343232","Peas, green, cooked, from fresh, fat not added in cooking","2019-04-01"
"343233","Peas, green, cooked, from frozen, fat not added in cooking","2019-04-01"
"343234","Peas, green, cooked, from canned, fat not added in cooking","2019-04-01"
"343235","Peas, green, cooked, NS as to form, fat added in cooking, NS as to type of fat","2019-04-01"
"343236","Peas, green, cooked, from fresh, fat added in cooking, NS as to type of fat","2019-04-01"
"343237","Peas, green, cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343238","Peas, green, cooked, from canned, fat added in cooking, NS as to type of fat","2019-04-01"
"343239","Peas, green, cooked, NS as to form, made with oil","2019-04-01"
"343240","Peas, green, cooked, NS as to form, made with butter","2019-04-01"
"343241","Peas, green, cooked, NS as to form, made with margarine","2019-04-01"
"343242","Peas, green, cooked, from fresh, made with oil","2019-04-01"
"343243","Peas, green, cooked, from fresh, made with butter","2019-04-01"
"343244","Peas, green, cooked, from fresh, made with margarine","2019-04-01"
"343245","Peas, green, cooked, from frozen, made with oil","2019-04-01"
"343246","Peas, green, cooked, from frozen, made with butter","2019-04-01"
"343247","Peas, green, cooked, from frozen, made with margarine","2019-04-01"
"343248","Peas, green, cooked, from canned, made with oil","2019-04-01"
"343249","Peas, green, cooked, from canned, made with butter","2019-04-01"
"343250","Peas, green, cooked, from canned, made with margarine","2019-04-01"
"343251","Peas, green, canned, low sodium, NS as to fat added in cooking","2019-04-01"
"343252","Peas, green, canned, low sodium, fat not added in cooking","2019-04-01"
"343253","Peas, green, canned, low sodium, fat added in cooking, NS as to type of fat","2019-04-01"
"343254","Peas, green, canned, low sodium, made with oil","2019-04-01"
"343255","Peas, green, canned, low sodium, made with butter","2019-04-01"
"343256","Peas, green, canned, low sodium, made with margarine","2019-04-01"
"343257","Pigeon peas, cooked, NS as to form, fat not added in cooking","2019-04-01"
"343258","Pigeon peas, cooked, from fresh, fat not added in cooking","2019-04-01"
"343259","Pigeon peas, cooked, from canned, fat not added in cooking","2019-04-01"
"343260","Pigeon peas, cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343261","Pigeon peas, cooked, NS as to form, fat added in cooking","2019-04-01"
"343262","Pigeon peas, cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343263","Pigeon peas, cooked, from fresh, fat added in cooking","2019-04-01"
"343264","Pigeon peas, cooked, from canned, NS as to fat added in cooking","2019-04-01"
"343265","Pigeon peas, cooked, from canned, fat added in cooking","2019-04-01"
"343266","Peppers, green, cooked, NS as to fat added in cooking","2019-04-01"
"343267","Peppers, green, cooked, fat not added in cooking","2019-04-01"
"343268","Peppers, green, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343269","Peppers, green, cooked, made with oil","2019-04-01"
"343270","Peppers, green, cooked, made with butter","2019-04-01"
"343271","Peppers, green, cooked, made with margarine","2019-04-01"
"343291","Radish, Japanese (daikon), cooked, NS as to fat added in cooking","2019-04-01"
"343292","Radish, Japanese (daikon), cooked, fat not added in cooking","2019-04-01"
"343293","Radish, Japanese (daikon), cooked, fat added in cooking","2019-04-01"
"343294","Rutabaga, cooked, NS as to fat added in cooking","2019-04-01"
"343295","Rutabaga, cooked, fat not added in cooking","2019-04-01"
"343296","Rutabaga, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343297","Rutabaga, cooked, made with oil","2019-04-01"
"343298","Rutabaga, cooked, made with butter","2019-04-01"
"343299","Rutabaga, cooked, made with margarine","2019-04-01"
"343300","Salsify (vegetable oyster), cooked, NS as to fat added in cooking","2019-04-01"
"343301","Salsify (vegetable oyster), cooked, fat not added in cooking","2019-04-01"
"343302","Salsify (vegetable oyster), cooked, fat added in cooking","2019-04-01"
"343306","Snowpea (pea pod), cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343307","Snowpea (pea pod), cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343308","Snowpea (pea pod), cooked, from frozen, NS as to fat added in cooking","2019-04-01"
"343309","Snowpea (pea pod), cooked, NS as to form, fat not added in cooking","2019-04-01"
"343310","Snowpea (pea pod), cooked, from fresh, fat not added in cooking","2019-04-01"
"343311","Snowpea (pea pod), cooked, from frozen, fat not added in cooking","2019-04-01"
"343312","Snowpea (pea pod), cooked, NS as to form, fat added in cooking, NS as to type of fat","2019-04-01"
"343313","Snowpea (pea pod), cooked, from fresh, fat added in cooking, NS as to type of fat","2019-04-01"
"343314","Snowpea (pea pod), cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343315","Snowpea (pea pod), cooked, NS as to form, made with oil","2019-04-01"
"343316","Snowpea (pea pod), cooked, NS as to form, made with butter","2019-04-01"
"343317","Snowpea (pea pod), cooked, NS as to form, made with margarine","2019-04-01"
"343318","Snowpea (pea pod), cooked, from fresh, made with oil","2019-04-01"
"343319","Snowpea (pea pod), cooked, from fresh, made with butter","2019-04-01"
"343320","Snowpea (pea pod), cooked, from fresh, made with margarine","2019-04-01"
"343321","Snowpea (pea pod), cooked, from frozen, made with oil","2019-04-01"
"343322","Snowpea (pea pod), cooked, from frozen, made with butter","2019-04-01"
"343323","Snowpea (pea pod), cooked, from frozen, made with margarine","2019-04-01"
"343326","Seaweed, cooked, NS as to fat added in cooking","2019-04-01"
"343327","Seaweed, cooked, fat not added in cooking","2019-04-01"
"343328","Seaweed, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343329","Seaweed, cooked, made with oil","2019-04-01"
"343330","Seaweed, cooked, made with butter","2019-04-01"
"343331","Seaweed, cooked, made with margarine","2019-04-01"
"343332","Squash, summer, yellow or green, cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343333","Squash, summer, yellow or green, cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343334","Squash, summer, yellow or green, cooked, from frozen, NS as to fat added in cooking","2019-04-01"
"343335","Squash, summer, yellow or green, cooked, from canned, NS as to fat added in cooking","2019-04-01"
"343336","Squash, summer, yellow or green, cooked, NS as to form, fat not added in cooking","2019-04-01"
"343337","Squash, summer, yellow or green, cooked, from fresh, fat not added in cooking","2019-04-01"
"343338","Squash, summer, yellow or green, cooked, from frozen, fat not added in cooking","2019-04-01"
"343339","Squash, summer, yellow or green, cooked, from canned, fat not added in cooking","2019-04-01"
"343340","Squash, summer, yellow or green, cooked, NS as to form, fat added in cooking, NS as to type of fat","2019-04-01"
"343341","Squash, summer, yellow or green, cooked, from fresh, fat added in cooking, NS as to type of fat","2019-04-01"
"343342","Squash, summer, yellow or green, cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343343","Squash, summer, yellow or green, cooked, from canned, fat added in cooking, NS as to type of fat","2019-04-01"
"343344","Squash, summer, yellow or green, cooked, NS as to form, made with oil","2019-04-01"
"343345","Squash, summer, yellow or green, cooked, NS as to form, made with butter","2019-04-01"
"343346","Squash, summer, yellow or green, cooked, NS as to form, made with margarine","2019-04-01"
"343347","Squash, summer, yellow or green, cooked, from fresh, made with oil","2019-04-01"
"343348","Squash, summer, yellow or green, cooked, from fresh, made with butter","2019-04-01"
"343349","Squash, summer, yellow or green, cooked, from fresh, made with margarine","2019-04-01"
"343350","Squash, summer, yellow or green, cooked, from frozen, made with oil","2019-04-01"
"343351","Squash, summer, yellow or green, cooked, from frozen, made with butter","2019-04-01"
"343352","Squash, summer, yellow or green, cooked, from frozen, made with margarine","2019-04-01"
"343353","Squash, summer, yellow or green, cooked, from canned, made with oil","2019-04-01"
"343354","Squash, summer, yellow or green, cooked, from canned, made with butter","2019-04-01"
"343355","Squash, summer, yellow or green, cooked, from canned, made with margarine","2019-04-01"
"343362","Sequin (Portuguese squash), cooked, NS as to fat added in cooking","2019-04-01"
"343363","Sequin (Portuguese squash), cooked, fat not added in cooking","2019-04-01"
"343364","Sequin (Portuguese squash), cooked, fat added in cooking","2019-04-01"
"343365","Turnip, cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343366","Turnip, cooked, from fresh, NS as to fat added in cooking","2019-04-01"
"343367","Turnip, cooked, from frozen, NS as to fat added in cooking","2019-04-01"
"343368","Turnip, cooked, from canned, NS as to fat added in cooking","2019-04-01"
"343369","Turnip, cooked, NS as to form, fat not added in cooking","2019-04-01"
"343370","Turnip, cooked, from fresh, fat not added in cooking","2019-04-01"
"343371","Turnip, cooked, from frozen, fat not added in cooking","2019-04-01"
"343372","Turnip, cooked, from canned, fat not added in cooking","2019-04-01"
"343373","Turnip, cooked, NS as to form, fat added in cooking, NS as to type of fat","2019-04-01"
"343374","Turnip, cooked, from fresh, fat added in cooking, NS as to type of fat","2019-04-01"
"343375","Turnip, cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343376","Turnip, cooked, from canned, fat added in cooking, NS as to type of fat","2019-04-01"
"343377","Turnip, cooked, from canned, made with oil","2019-04-01"
"343378","Turnip, cooked, from canned, made with butter","2019-04-01"
"343379","Turnip, cooked, from canned, made with margarine","2019-04-01"
"343380","Turnip, cooked, from fresh, made with oil","2019-04-01"
"343381","Turnip, cooked, from fresh, made with butter","2019-04-01"
"343382","Turnip, cooked, from fresh, made with margarine","2019-04-01"
"343383","Turnip, cooked, from frozen, made with oil","2019-04-01"
"343384","Turnip, cooked, from frozen, made with butter","2019-04-01"
"343385","Turnip, cooked, from frozen, made with margarine","2019-04-01"
"343386","Turnip, cooked, NS as to form, made with oil","2019-04-01"
"343387","Turnip, cooked, NS as to form, made with butter","2019-04-01"
"343388","Turnip, cooked, NS as to form, made with margarine","2019-04-01"
"343389","Water chestnut","2019-04-01"
"343390","Winter melon, cooked","2019-04-01"
"343393","Beans, lima and corn (succotash), cooked, NS as to fat added in cooking","2019-04-01"
"343394","Beans, lima and corn (succotash), cooked, fat not added in cooking","2019-04-01"
"343395","Beans, lima and corn (succotash), cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343396","Beans, lima and corn (succotash), cooked, made with oil","2019-04-01"
"343397","Beans, lima and corn (succotash), cooked, made with butter","2019-04-01"
"343398","Beans, lima and corn (succotash), cooked, made with margarine","2019-04-01"
"343399","Beans, string, green, with tomatoes, cooked, NS as to fat added in cooking","2019-04-01"
"343400","Beans, string, green, with tomatoes, cooked, fat not added in cooking","2019-04-01"
"343401","Beans, string, green, with tomatoes, cooked, fat added in cooking","2019-04-01"
"343402","Beans, string, green, with chickpeas, cooked, NS as to fat added in cooking","2019-04-01"
"343403","Beans, string, green, with chickpeas, cooked, fat not added in cooking","2019-04-01"
"343404","Beans, string, green, with chickpeas, cooked, fat added in cooking","2019-04-01"
"343405","Beans, string, green, with almonds, cooked, NS as to fat added in cooking","2019-04-01"
"343406","Beans, string, green, with almonds, cooked, fat not added in cooking","2019-04-01"
"343407","Beans, string, green, with almonds, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343408","Beans, string, green, with almonds, cooked, made with oil","2019-04-01"
"343409","Beans, string, green, with almonds, cooked, made with butter","2019-04-01"
"343410","Beans, string, green, with almonds, cooked, made with margarine","2019-04-01"
"343411","Beans, string, green, with pinto beans, cooked, NS as to fat added in cooking","2019-04-01"
"343412","Beans, string, green, with pinto beans, cooked, fat not added in cooking","2019-04-01"
"343413","Beans, string, green, with pinto beans, cooked, fat added in cooking","2019-04-01"
"343414","Beans, string, green, with spaetzel, cooked, NS as to fat added in cooking","2019-04-01"
"343415","Beans, string, green, with spaetzel, cooked, fat not added in cooking","2019-04-01"
"343416","Beans, string, green, with spaetzel, cooked, fat added in cooking","2019-04-01"
"343417","Bean salad, yellow and/or green string beans","2019-04-01"
"343424","Beans, string, green, and potatoes, cooked, NS as to fat added in cooking","2019-04-01"
"343425","Beans, string, green, and potatoes, cooked, fat not added in cooking","2019-04-01"
"343426","Beans, string, green, and potatoes, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343427","Beans, string, green, and potatoes, cooked, made with oil","2019-04-01"
"343428","Beans, string, green, and potatoes, cooked, made with butter","2019-04-01"
"343429","Beans, string, green, and potatoes, cooked, made with margarine","2019-04-01"
"343430","Corn with peppers, red or green, cooked, NS as to fat added in cooking","2019-04-01"
"343431","Corn with peppers, red or green, cooked, fat not added in cooking","2019-04-01"
"343432","Corn with peppers, red or green, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343433","Corn with peppers, red or green, cooked, made with oil","2019-04-01"
"343434","Corn with peppers, red or green, cooked, made with butter","2019-04-01"
"343435","Corn with peppers, red or green, cooked, made with margarine","2019-04-01"
"343436","Eggplant in tomato sauce, cooked, fat not added in cooking","2019-04-01"
"343437","Green peppers and onions, cooked, fat not added in cooking","2019-04-01"
"343438","Green peppers and onions, cooked, NS as to fat added in cooking","2019-04-01"
"343439","Green peppers and onions, cooked, fat added in cooking, NS as to type of fat","2019-04-01"
"343440","Green peppers and onions, cooked, made with oil","2019-04-01"
"343441","Green peppers and onions, cooked, made with butter","2019-04-01"
"343442","Green peppers and onions, cooked, made with margarine","2019-04-01"
"343443","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, NS as to fat added in cooking","2019-04-01"
"343444","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, NS as to fat added in cooking","2019-04-01"
"343445","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, NS as to fat added in cooking","2019-04-01"
"343446","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat not added in cooking","2019-04-01"
"343447","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat not added in cooking","2019-04-01"
"343448","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat not added in cooking","2019-04-01"
"343449","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat added in cooking, NS as to type of fat","2019-04-01"
"343450","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat added in cooking, NS as to type of fat","2019-04-01"
"343451","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat added in cooking, NS as to type of fat","2019-04-01"
"343452","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, made with oil","2019-04-01"
"343453","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, made with butter","2019-04-01"
"343454","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, made with margarine","2019-04-01"
"343455","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, made with oil","2019-04-01"
"343456","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, made with butter","2019-04-01"
"343457","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, made with margarine","2019-04-01"
"343458","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, made with oil","2019-04-01"
"343459","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, made with butter","2019-04-01"
"343460","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, made with margarine","2019-04-01"
"343461","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, NS as to fat added in cooking","2019-04-01"
"343462","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, fat not added in cooking","2019-04-01"
"343463","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, fat added in cooking, NS as to type of fat","2019-04-01"
"343464","Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, made with oil","2019-04-01"
